brand,model,version,year,segment,comment,label
nissan,almera,,2025,sedan,ui đồn đèn_pha trăm củ cân_nhắc,negative
byd,atto 3,,2024,suv,atto3 đẹp lái ngon tầm giá xạc 7 kw tiện_lợi pin lên_tiếng,positive
hyundai,accent,,2024,sedan,cháy hàng đẹp tuyệt_vời,positive
honda,city,1.5 rs,2024,sedan,city xe ồn lắm,negative
vinfast,vf 6,plus,2025,suv,mua plus chạy 7 k8 km mua trúng khuyến_mãi đổi xe xăng giá triệu mua cắt option sale điện bảo cung_cấp tài_khoản tiền vinclub quy_ra tiền_mặt khuyến_mại tầm 30 tr 645 tr plus hời xe đi đầm bốc luồn_lách phố đi đường ven đô ổn tôn vỏ dày nội_thất_đẹp hoàn_thiện chi_tiết hàng ghế khó_chịu lỗi ưng lắp trạm sạc_nhượng quyền kw tầm sạc_hiếm sạc dọc đường chờ_đợi nhu_cầu vf6 chân_ái,positive
vinfast,vf 6,eco,2025,suv,cột xe vin thiết_kế to mù hầu_như nhắc admin quan_sát,negative
byd,atto 2,,2025,suv,ngon chập điện_phát tài_xế thành_cầy thui v,negative
toyota,vios,,2025,sedan,yếu toyota tôn mỏng,negative
toyota,corolla cross,v,2024,suv,toy xe hàn mặc_dù op xe_nhật độ bền_bỉ lành tiết_kiệm xe hàn xe nhật xe hàn chạy tầm đổi xe xe nhạt khách_hàng ý_định gắn_bó lâu_dài xe,positive
skoda,kushaq,style,2025,suv,đè_bẹp xe_nhật đừng,positive
nissan,almera,,2025,sedan,almera mua quạt gắn lưng ghế thổi gió ghế xe taxi mát,negative
honda,city,1.5 rs,2025,sedan,city đèn_pha bóng_nom đẹp tối độ đèn độ đèn_gầm adas chạy camera nâng_cấp adas radar nissan_almera hệ_thống đại_lý sức_mạnh thương_hiệu việt_nam city rẻ,negative
hyundai,creta,n line,2025,suv,n_line thái lọc không_khí chỗ bệ tì,negative
toyota,corolla cross,v,2024,suv,mấy daihatsu thiết_kế nội_thất đẹp mấy toy,negative
geely,coolray,flagship,2025,suv,công_nhận xe trung_quốc hoàn_thiện chi_tiết rẻ xe hạng b khoang máy gọn_gàng ngăn_nắp xe tầm tỷ,positive
hyundai,accent,,2024,sedan,giá đầu xe lắp đẹp đầu xe stagader góc nghiêng xấu,negative
vinfast,vf 6,plus,2025,suv,đi vf7 plus cầu xe vf6 thử lái mẫu atto so_sánh thế_này tôn_vỏ độ vf6 hẳn va_chạm an_toàn thiết_kế vf6 kiểu âu_giống bmw khung cửa dày đổi không_gian vf6 chật trần hàng ghế ghế ngắn mỏi chân tối_ưu không_gian kém atto cảm_giác bmw chú_trọng không_gian lái atto cảm_giác thân_thiện nhu_cầu gia_đình khung gầm vf6 treo đa_điểm chạy đường xấu chạy ổn hẳn treo dằn_xoắn xe hạng b atto treo dằn_xoắn cảm_giác chán mấy creta yaris hệ_thống phần_mềm byd khả_năng lỗi vớ_vẩn vf6 ổn_định công_thái_học trạm sạc bàn d_tóm_lại mong_muốn vinfast thiết_kế xe kiểu phổ_thông atto2 creta vuốt đuôi cao_chút rộng hàng ghế chút rẻ,neutral
hyundai,accent,,2024,sedan,ca nhân vô lăng_chấu hơi xấu,negative
hyundai,creta,n line,2025,suv,creta tầm giá xforce chút phiên_bản rẻ thiết_kế vận_hành hút bản_nline tùy dân_chơi giá doanh_số xforce yaris,neutral
byd,sealion 6,,2025,suv,ngoại nội_thất hạ gục mua xe honda brv_l hài_lòng suy_nghĩ lời_kết tipcar chuẩn_xác tipcar kênh uy_tín yêu,positive
geely,coolray,flagship,2025,suv,giá khuyến_mãi hấp_dẫn,positive
omoda,c5,,2024,suv,full 6 xx ghê 7 xx có_lẽ lc06 ngon,negative
hyundai,creta,n line,2025,suv,ống xả đôi ngon,positive
mg,zs,luxury,2024,suv,mg zs com đi 20 k km phàn độ ồn tốn xăng km đường bình_dương tương_đối thoáng hài_lòng 530 tr lăn bánh kiếm ổn,negative
toyota,corolla cross,v,2024,suv,yaris_cross yếu_sấu cross,positive
mg,zs,hybrid,2025,suv,cửa_sổ toàn_cảnh mùa hè hơi ối dồi ôi,negative
kia,seltos,facelift,2024,suv,cửa_sổ trời tiếc,negative
geely,coolray,flagship,2025,suv,uống xăng,negative
toyota,yaris cross,máy xăng,2024,suv,độ an_toàn rõ_ràng toyota yarris cross nhỉnh đạp nhầm chân phanh yaris cross hiệu_quả động_cơ chút thân_vỏ thằng yaris ổn câu dainhatsu,positive
mazda,cx-3,1.5 at,2025,suv,kiểu nha,positive
toyota,vios,,2025,sedan,xe bền sửa linh_kiện giá_cả tiết_kiệm xăng tính_năng chạy dịch_vụ gọi_là vô_địch,positive
skoda,kushaq,style,2025,suv,hệ_thống định_vị rẻ,positive
vinfast,vf 6,eco,2025,suv,cài phanh tái_sinh giao_diện nằm mục car mode vuốt trái điều_chỉnh tắt trung_bình cao_điểm chê giao_diện phiên_bản vf6 thân_thiện thao_tác dàn treo ôm cua cảm_giác lắc ngang đi say xe ghế đi tầm tiếng trở cực hình_bác chấp_nhận nhược_điểm đánh_đổi giá_thành mua,negative
geely,coolray,flagship,2025,suv,camera đỗ,positive
hyundai,accent,,2024,sedan,ăn_theo vin lux,neutral
skoda,slavia,style,2025,sedan,hãng phủ_sóng toàn_quốc xe tàu giá rẻ cóc,positive
mazda,cx-3,1.5 at,2025,suv,xe chạy đầm đấy_dáng đẹp,positive
mitsubishi,attrage,cvt,2024,sedan,rẻ xe rẻ chất giá gọi_là rẻ tiền phân_khúc b 500 tr mua đắt thương_hiệu nhật chả rẻ đi toàn lôi mấy tiết_kiệm nhiên_liệu xe yếu_xìu 1 lít xăng 100 km khỏe bàn cân so_sánh kết lắm vios tỉnh_ngộ so_sánh cao_siêu đậu xe cạnh bù 50 tr vios,negative
toyota,vios,,2025,sedan,phí bảo_dưỡng rẻ tiết_kiệm nguyên_liệu máy_lạnh lạnh sâu_cốp rộng được_giá,positive
vinfast,vf 6,,2024,suv,xe an_toàn mua tiếc tiền pk,positive
skoda,kushaq,style,2025,suv,thiết_kế vuông_vức mạnh_mẽ kushaq lẫn xe chờ showroom,positive
skoda,kushaq,style,2025,suv,màu trắng sạch_sẽ,positive
mazda,2,at,2025,sedan,mazda chật toyota wigo,negative
mg,5,luxury,2025,sedan,mg5 rộng cũ,positive
skoda,kushaq,style,2025,suv,tâm_lý,positive
omoda,c5,,2024,suv,mong_muốn hãng tinh_chỉnh vô_lân đằm xe_nhật xe mỹ,negative
geely,coolray,flagship,2025,suv,màu đỏ nổi_bật đẹp nắng,positive
hyundai,accent,,2024,sedan,nâng_cấp toàn_bộ máy âm_rẻ cũ rộng sài cũ nạnh mua đời bảo_vệ sài,positive
toyota,vios,,2025,sedan,ngon dep,positive
skoda,slavia,style,2025,sedan,slavia mấy anh_em ấn đóng 206 km h chứng_tỏ khung gầm hệ_thống treo ngon,positive
hyundai,accent,,2024,sedan,nội thất_đẹp ngoại_thất fom cũ,neutral
nissan,almera,,2025,sedan,nissan đội_ngũ thiết_kế kiểu nhật mẫu xe nisan mẫu thiết_kế kỳ_lạ xấu_hoắc sx nội_địa nbuwng nhật_cunhx rẻ,negative
skoda,kushaq,style,2025,suv,tk trang_bị hơi đụt,negative
toyota,corolla cross,v,2024,suv,mua toyota hầu_như lo nuôi xe đặc_điểm rẻ bền,positive
skoda,slavia,style,2025,sedan,xe sedan gầm kha_khá xe crossover mua,positive
honda,city,1.5 rs,2025,sedan,giá vãi mấy châu_âu bắc mỹ_chắc xe giá,negative
byd,sealion 6,,2025,suv,gầm xe hàng tàu sợ sợ,negative
kia,seltos,facelift,2024,suv,7 l 100 km phố rõ_ràng tiết_kiệm hr v máy turbo_mã tầm,negative
mitsubishi,xforce,ultimate,2024,suv,xf khen chê chủ_yếu nhan vỏ mỏng hr đắt ồn_ghế ghờ khó_chịu,negative
skoda,slavia,style,2025,sedan,xe cao_tốc hạ long cứng_cáp gầm cao_tăng_tốc bốc đẹp chất_lượng ok cỡ b ọp_ẹp d,positive
kia,seltos,,2024,suv,creta đầu đuôi đuôi đầu,neutral
mg,5,std,2024,sedan,mua ô_tô mua cũ ngon,positive
honda,city,1.5 rs,2024,sedan,xe xấu bánh lùi xâu hốc xe hỏng bánh,negative
toyota,vios,g,2024,sedan,khen tầm giá gợi_ý xe ngon hẳn thua vios g suy chân_ái tham_khảo xe đổi chẳng xe phân_khúc xe hạng b ngon toàn sale khen,positive
nissan,kicks,e-powers,2025,suv,đẹp,positive
skoda,slavia,style,2025,sedan,có_giá chính_thức công_nhận xe options giá rẻ,positive
skoda,slavia,ambiton,2025,sedan,chào việt cháu giá tc skoda slavia hợp_lý hời cháu nguyên_do cộng hòa séc cường_quốc ô_tô danh_tiếng di_sản nhật_bản đức_pháp hoa kỳ_italia hai slavia mẫu xe phân_phối châu_âu slavia tương_tự vios innova toyota nhật_bản phát_triển giá slavia_hời kiểm_chứng,neutral
byd,sealion 6,,2025,suv,mấy kỹ_sư thiết_kế por hả,positive
nissan,almera,,2025,sedan,ngon dân chắc_ngại vụ đại_lý đi bảo_trì bảo_dưỡng hơi tỉnh lùm xùm vụ thay đèn mua phục_vụ gia_đình tuyệt_vời rộng_rãi tiết_kiệm âm_ăn đứt mấy phân_khúc anh_em lái thử trải_nghiệm đi,positive
nissan,kicks,e-powers,2025,suv,kinh_nghiệm chạy xe_máy xe ra_mắt mỹ vietnam chẳng mong_đợi,negative
hyundai,accent,,2024,sedan,mẫu sedan truyền_động hộp_số tự_động bền vct,neutral
toyota,vios,,2025,sedan,nhin đuôi xe đep,positive
byd,atto 3,,2024,suv,hôm chạy thử ấn_tượng xe chân ga cảm_giác kiểm_soát xe tầm giá 600 tr rẻ tiếc hệ_thống trạm sạc,positive
mazda,cx-3,1.5 at,2025,suv,nhật mấy xe giá rẻ daihatsu cơ_bản rườm_rà hoa_mỹ gọi_là xe khởi_động lái kiểu xe_máy cup,neutral
honda,city,1.5 rs,2024,sedan,chạy city 45 k km xong đổi civic city ngon_đỉnh phân_khúc chê duy_nhất thắng màn_hình cảm_ứng sắc_nét nhạy,neutral
nissan,kicks,e-powers,2025,suv,động_cơ power điện_tử rẻ xe ế không_gian nội_thất chê máy,negative
skoda,kushaq,style,2025,suv,xe skoda rẻ ấn_độ,positive
mitsubishi,xforce,ultimate,2024,suv,dị_dị,negative
honda,city,1.5 rs,2025,sedan,xe boc vay,positive
hyundai,accent,,2024,sedan,chê chạy đường thiết_kế đẹp hơi hướng tương_lai,positive
byd,sealion 6,,2025,suv,xe ngon độ bền chứng_minh,neutral
mitsubishi,xforce,ultimate,2024,suv,100 km h mất_giây yếu hiếm_mẫu xe yếu thế_này đi đường dám xe,negative
toyota,vios,,2025,sedan,độ bền_bão_dưỡng rẻ hòa_mát giá rẻ loa độ giá rẻ cần_thiết vios hẳn,positive
skoda,kushaq,style,2025,suv,xe âu đẳng_cấp cực_kỳ an_toàn xe_nhật đi xe âu bảo xe_nhật,positive
mg,5,luxury,2025,sedan,chờ_đợi,positive
skoda,slavia,style,2025,sedan,rẻ giá khuyễn mãi việt_nam xe rẻ giá kém xe chấp_nhận giá rẻ mitsu hãng thị_trường việt_nam,negative
mitsubishi,attrage,cvt,2025,sedan,xe gọn luồn_lách phố đỗ xe phát xong,positive
vinfast,vf 6,eco,2025,suv,vf6 đường to công_nghệ vf6_s lựa_chọn tiền vf6 plus dở,positive
vinfast,vf 6,plus,2025,suv,phuộc thuê xe quê vợ_con nôn_mật xanh_mật vàng,negative
toyota,corolla cross,v,2024,suv,hàng chật_nhỉ chật xforce ta,negative
haval,jolian,,2025,suv,anti xe dân việt_nam oto tài_sản ưu_tiên thương_hiệu thanh_khoản được_giá khả_năng mấy hãng trung_quốc dần nối gót hãng aion rút việt_nam,negative
vinfast,vf 6,plus,2025,suv,vinhomes chi_phí nuôi xe tiền xe gửi hầm miễn_phí sạc hầm hôm pin sạc đêm tiền sạc miễn_phí miễn_phí tiếp,positive
vinfast,vf 6,eco,2025,suv,tầm 700 tr lăn bánh chẳng xe xăng so_sánh,positive
mazda,2,,2024,sedan,ghế nĩ mùi hơi ghé da ok,negative
skoda,kushaq,style,2025,suv,lẫy kẹp_sdt,positive
honda,city,1.5 rs,2025,sedan,giá ok,positive
skoda,slavia,style,2025,sedan,bàn chất_lượng đập mắt nội_thất city đẹp,negative
byd,sealion 6,,2025,suv,ốc gỉ bôi nhớt bôi sơn tởm vợ_chồng,negative
vinfast,vf 6,,2024,suv,việt quên trọng_lượng xe lốp vỡ nổ khoản lốp dự_phòng thảm_họa,negative
hyundai,accent,,2024,sedan,đầu xe ngầu v,positive
toyota,vios,,2025,sedan,vios ngon mua xe,positive
byd,sealion 6,,2025,suv,tiêu_hao nhiên_liệu 2 l 100 km kinh_ngạc,positive
byd,sealion 6,,2025,suv,hôm_nay chê_điểm đèn_gầm hệ_thống treo bảo_dưỡng tốn_kém tầm giá công_nghệ đầy_ắp đấy chờ khuyến_mãi chút múc liền,negative
skoda,kushaq,style,2025,suv,bảo nội_thất mùi say xe hả,negative
vinfast,vf 6,plus,2025,suv,phân_khúc vf6 xứng_đáng đồng hưởng lợi_sạc miễn_phí trạm sạc adas mượt_kỳ_vọng cập_nhật tính_năng tối_ưu_rẻ khuyết_điểm cải_thiện sx,positive
skoda,kushaq,style,2025,suv,xe châu_âu chất_lượng giá hơi phân_khúc,neutral
skoda,kushaq,style,2025,suv,ngoại_hình vuông_vức nam_tính màu_sắc,neutral
omoda,c5,,2024,suv,đi lái thử trải_nghiệm cảm_nhận kenz tàu tàu this tàu that niềm hãng nhà_máy lắp_ráp việt_nam đấy giá lúa tiền thịt option xe trung_quốc tươm_tất sale lăn bánh 5 xx lăn bánh option chừng chênh_lệch 100 tr cao_dù option ngon cân_nhắc giá 5 xx lăn bánh vụ nổ đấy option ok thuần_base 5 xx lăn bánh khấu_hao hưởng,positive
vinfast,vf 6,plus,2025,suv,trừ khuyến_mại 715 tr lăn bánh_bản plus máy khỏe âm_rẻ tốn tiền nhiên_liệu ưng_ý,positive
kia,seltos,facelift,2024,suv,giá chân_ái,negative
toyota,yaris cross,máy xăng,2024,suv,creta bà_xã yaris vi_deo xong xe tham_khảo mục_đích mặc_bền yaris oke,positive
mg,zs,luxury,2024,suv,đường trường đi một_mình 6 l tầm 5 l chạy tầm 60 km h xe đi 60 k km cỡ 2 l 100 km xe,positive
hyundai,accent,,2024,sedan,lái sướng đb rộng ngoại thất_đẹp chê lái ngon_êm cũ âm_rẻ,positive
kia,seltos,facelift,2024,suv,giá phanh điện_tử v,negative
vinfast,vf 6,eco,2025,suv,tầm 500 tr đẹp,negative
vinfast,vf 6,eco,2025,suv,hơi chòng_chành hơi ồn,negative
mitsubishi,xforce,ultimate,2024,suv,xe yếu_vcc nội_thất đẹp,neutral
haval,jolian,,2025,suv,trung_quốc đà phá_giá tiền_tệ xe tàu rẻ xâm_nhập thị_trường nổi h chiến_tranh thương_mại giá xe tàu nhập_khẩu đi xe chất_lượng rẻ bjo lo hy_vọng phụ_tùng thay_thế lâu_dài,positive
nissan,almera,,2024,sedan,xe mua view,negative
skoda,slavia,style,2025,sedan,xưa hồi anh_em dòng skoda tiếc dịp thử việt_nam honda city cân_nhắc skoda slavia,positive
hyundai,accent,,2024,sedan,mua cao_cấp mua ellen_tra đẹp dáng hài_hòa,negative
vinfast,vf 6,eco,2025,suv,vui chia đk kênh,positive
byd,sealion 6,,2025,suv,điều_chỉnh hòa màn_hình bất_tiện mg hs,negative
skoda,kushaq,style,2025,suv,cảm_giác lái civic,neutral
honda,hr-v,g,2025,suv,hrvg đi 20 k km đi tiết_kiệm nhiên_liệu cao_tốc lít quốc_lộ tầm lít đi phố tầm 7 lit lẩy d1 d5 leo đèo đi đà_lạt siêu_ổn chẳng thắng lẩy_số tự_chỉnh km cân_bằng adas siêu_nhậy cực nhạy va_chạm xe_máy ô_tô ồn tui đi cảm_nhận đi ké xe hạng b ok tổng_kết nhập_thái bền_chẳng hư xe cố_gắng đi đổi xe,positive
hyundai,accent,,2024,sedan,đẹp xấu quan_điểm nói_xấu xấu đi bảng chê,negative
hyundai,creta,n line,2025,suv,715 tr mua,negative
mazda,2,at,2025,sedan,city mazda chật,negative
vinfast,vf 6,eco,2025,suv,pin tàu,negative
toyota,vios,g,2024,sedan,doanh_số thiết_kế đầu xe xấu toyota toàn_bộ phòng thiết_kế,negative
honda,city,1.5 rs,2025,sedan,lốp bé,negative
vinfast,vf 6,,2024,suv,ô xác xe vf nhìu lốp mỏng đắt tiền nhanh_mòn thay,negative
kia,seltos,facelift,2024,suv,cảm_giác lái hòa_seltos rẻ kenz seltos cũ lái rời_rạc hòa hơi đuối_bản nâng_cấp lấn_cấn hộp_số cvt giá nhô xe,negative
mg,5,std,2024,sedan,thiết_kế mg5 đẹp,positive
byd,atto 3,,2024,suv,đẹp hiện_đại tội chạy điện_giá có_giá,neutral
mg,zs,luxury,2024,suv,xe trung_quốc đẹp an_toàn chất_lượng đi chẳng ok đi nhão sợi bún,neutral
toyota,corolla cross,v,2024,suv,táp lô bàn_thờ phụ_nhô chân đụng đen bi_gầm led mờ đường sương_mù trời mưa,negative
honda,city,1.5 rs,2024,sedan,city rs đỉnh phân_khúc chê tầm giá,positive
mg,5,luxury,2025,sedan,đẹp đấy,positive
vinfast,vf 6,plus,2025,suv,chạy thử vf6 cảm_nhận xe volang bé,negative
mazda,cx-3,1.5 at,2025,suv,ôi thua vios g vios rộng_rãi,negative
hyundai,accent,,2024,sedan,capo đèn đẹp_lực đẹp_bang mẩu củ,negative
vinfast,vf 6,eco,2025,suv,vf6 nội_thất đẹp ghế_ngồi bí anh_em tầm 80 kg khó_chịu lắm xe_điện range phụ_thuộc đường thời_tiết,positive
kia,seltos,facelift,2024,suv,phủ_nhận kia xe ngoại_thất nịnh_mắt việt mia xe đôi_khi đẹp người_nhà tham_gia trang_bị khung gầm vận_hành seltot đơn_giản_thị_yếu việt đầu vợ l vin giảm_giá chốt vf6 plus pin seltol xe lái ao ước,positive
kia,seltos,facelift,2024,suv,xe khung gầm ấn_độ xe hạng b giá đắt cx5_hạng ế,negative
vinfast,vf 6,plus,2025,suv,đi xe hạng b xe hạng vf6 đem creta setol lôi cx5 tn adas lái_xe lri dám giao tính_mạng gia_đình xe chức_năng cơ_bản đa_số xe chi_phí xe_điện bảo_hành xe xăng mặt cãi tiền gấp bắt_buộc mất_giá xe xăng giá đấy đổ xăng đi đi bt xe đi mẫu xe đổi đi,neutral
skoda,kushaq,style,2025,suv,ngoại_hình cứng_cáp đậm_chất châu_âu,positive
vinfast,vf 6,,2024,suv,đấu_tranh tư_tưởng giá tí cơ_bản đấu_tranh vf khách_hàng,negative
mg,zs,luxury,2024,suv,đi chê tầm tiền,positive
vinfast,vf 6,,2024,suv,hàng tệ hàng vf6 xe thiết_kế chữ ngu,negative
kia,seltos,,2024,suv,đèn hậu_hơi caren,neutral
nissan,kicks,e-powers,2025,suv,hãng đẩy phân_khúc hàng tồn việt_nam,negative
kia,seltos,facelift,2024,suv,kia việt_nam ngáo giá mẹ giá,negative
skoda,kushaq,style,2025,suv,phụ_tùng đắt hỏng vặt,neutral
byd,atto 3,,2024,suv,chốt mua 1 c cao_giá rẻ lăn bánh_hn,positive
kia,seltos,facelift,2024,suv,xe đẹp đấy ngáo giá tí,negative
skoda,slavia,ambiton,2025,sedan,giá ế dồi,negative
toyota,corolla cross,v,2024,suv,mặc_bền toyota,positive
skoda,kushaq,style,2025,suv,option kém chí_mạng cốt_lõi full ví_dụ túi khí động_cơ đèn,neutral
nissan,kicks,e-powers,2025,suv,lắm rộng ngang toy cross chật seltos creata xforce,neutral
nissan,almera,,2025,sedan,đầu đẹp city vua phân_khúc,negative
vinfast,vf 6,,2024,suv,ghế đứng sàn,negative
kia,seltos,,2024,suv,đẹp trang_bị giá lux creta cao_cấp ok túi khí,positive
honda,hr-v,g,2025,suv,facelit_nhẹ mua tụt_mood xe hàn,positive
vinfast,vf 6,eco,2025,suv,đáng_ra sức_mạnh động_cơ đi kèm khối_lượng xe mã ít_mã,neutral
