comment,label
công_nhận hãng xe trung_quốc làm_đẹp chê ngoại_hình,{BRAND#Positive};{EXTERIOR#Positive};
tuyệt_vời quan_ngại chi_phí thay pin bảo_hành,{COST#Negative};
trải_nghiệm xe byd thái_cảm_nhận ban_đầu chất vượt_trội xe phổ_thông phân_khúc việt_nam,{COST#Positive};
treo đồ_chơi trẻ_con mấy thanh_thép ngón út_sợ,{PERFORMANCE#Negative};
hãng xe tàu chê byd toàn_cầu chất_lượng bàn nội_ngoại thất tinh_tươm xe hạng lựa_chọn cạnh_tranh hưởng lợi đổi xe đời xe hybrid byd danh_sách mua trải_nghiệm,{BRAND#Positive};{INTERIOR#Positive};
ngoại_hình đẹp,{EXTERIOR#Positive};
cốp gậy golf,{INTERIOR#Negative};
clip chi_tiết chủa tip_car ý_kiến chất_lượng nội_ngoại trông ọp_ẹp cao_cấp_độ hoàn_thiện hiệu_năng công_suất băn_khoăn độ bền trung_quốc thừa_nhận băn_khoăn cốt_lõi,{EXTERIOR#Positive};{INTERIOR#Positive};{PERFORMANCE#Positive};
ngoại nội_thất hạ gục mua xe honda brv_l hài_lòng suy_nghĩ lời_kết tipcar chuẩn_xác tipcar kênh uy_tín yêu,{EXTERIOR#Positive};{INTERIOR#Positive};
xe ngon độ bền chứng_minh,{BRAND#Neutral};
khoang nội_thất hoàn_thiện khung gầm ối dồi ôi,{INTERIOR#Positive};{PERFORMANCE#Negative};
sở_hữu xe tuần mua awd động_cơ xăng turbo bây_h chê tăng_tốc công_nghệ dồi_dào chất_lượng hoàn_thiện top phân_khúc đem mấy bmw x1 x3 vw_tiquan logo xuất_sứ định_kiến đồ trung_quốc xe lựa_chọn hợp_lý trang_bị hoàn_thiện xe đức tầm 75 k mua xe 45 k hời_điểm byd bảo_hành toàn xe pin hãng xe_đức dám bảo_hành,{PERFORMANCE#Positive};{FEATURES#Positive};{BRAND#Positive};{COST#Positive};
điều_chỉnh hòa màn_hình bất_tiện mg hs,{INTERIOR#Negative};
xe đẹp tội thương_hiệu hơi ái_ngại cân_nhắc inova hybrid hihi,{EXTERIOR#Positive};{BRAND#Negative};
sealion link_co hao_hao porsche_nhỉ công_nhịn mướt mắt,{EXTERIOR#Positive};
gầm hơi trục cơ_sở cạ_gầm yếu duy_nhất xứng danh_mẫu xe chủ_lực byd,{PERFORMANCE#Negative};
giá_cạnh_tranh jaeco j7_nhỉ xe kiều_dáng trẻ đợi admin trải_nghiệm,{EXTERIOR#Positive};{COST#Neutral};
xe đẹp hoàn_thiện cao_cấp tính_năng mong_đợi giá kiểu tiền thương_hiệu hãng xe thị_trường mua xe nhu_cầu ảnh_hưởng tiếng thiên_hạ lựa_chọn tầm tiền,{EXTERIOR#Positive};{FEATURES#Positive};{COST#Positive};
xe đẹp xe trung_quốc châu_âu chạy,{EXTERIOR#Positive};{BRAND#Positive};
vỏ hơi mỏng xe_hơi ồn_ngang cross thua santafe tay_lái cực nhẹ êm_cua hơi bồng_bềnh phanh cực hiện_đại_tiện nghi_dáng đẹp kinh_tế,{EXTERIOR#Negative};{PERFORMANCE#Positive};{FEATURES#Positive};
xe đỉnh trang_bị đỉnh pin hoạt_động đỉnh,{FEATURES#Positive};{PERFORMANCE#Positive};
kiểu_dáng xe đẹp,{EXTERIOR#Positive};
khủng_khiếp 700 km 800 km full nhiên_liệu thế_này chính_sách hàng khách_hàng đối_thủ gờm hãng xe,{PERFORMANCE#Positive};{COST#Positive};{BRAND#Positive};
tiêu_hao nhiên_liệu 2 l 100 km kinh_ngạc,{COST#Positive};
ngon thương_hiệu chăm_sóc khách_hàng hàng ok,{BRAND#Positive};
đỉnh_cao công_nghệ dẫn_đầu thế_giới,{FEATURES#Positive};
lái thử thử mẫu xe trung_quốc build cực_kì cứng_cáp công_nghệ ngập_tràn cảm_xúc vô_lăng mẫu xe trung_quốc lái vô_lăng nhẹ cảm_giác mặt_đường đi an_tâm lắm,{EXTERIOR#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};
mê porscher,{EXTERIOR#Positive};
800 km giá gấp vf3 rõ_ràng xứng_đáng,{COST#Positive};
xe mua phục_vụ mua xe_điện mệt_phần sạc sạc lo_lắng trụ trống trụ công_suất chỗ sạc chỗ nghỉ_ngơi đôi_lúc dính mưa trời nắng_nóng,{FEATURES#Negative};
sợ bảo_dưỡng hệ_thống,{COST#Negative};
suy_nghĩ đấy 8 k km đi xăng xe biến_chất máy hỏng hóc thường_xuyên bảo_dưỡng rút xăng trải_nghiệm kém đi km đi thuyết_phục,{PERFORMANCE#Negative};{COST#Negative};
xe đầy_đủ thứ_cộng ưu_điểm xe xăng xe_điện treo mềm cx5 vua phân_khúc mấy so_sánh cx5 chuẩn đấy đa_số đi phố mua loại_bỏ lấn_cấn nho_nhỏ treo cảm_giác lái đi xe cảm_nhận xe tối_ưu_cảm_xúc đầy_đủ ưu_điểm xe_điện êm_nhạy tăng_tốc pin_dư chạy thuần_điện dạng bổ_trợ mấy hybrid đi cắm trại nghỉ đường pin nổ máy xe xăng xe_điện update kiểu khởi_động xa_bật hòa mấy hôm trời nóng gọi_là mỹ_mãn đầy_đủ an_tâm xe xăng lo quãng đường đi bình xăng_pin tối_ưu_loại quãng đường khủng_không đi tính_toán pin chỗ sạc chờ_đợi xe_điện pin phụ_thuộc cắm sạc ưu_điểm xe bình_thường ngoại_hình đẹp hàng rộng trang_bị full màn_hình rộng educate thương_hiệu năng_lực quốc_tế chứng_minh cú đấm ưu_đãi kích_thích doanh_số phev đi kiểu hev chi_phí ok,{PERFORMANCE#Positive};{EXTERIOR#Positive};{INTERIOR#Positive};{FEATURES#Positive};{COST#Positive};
xe đẹp kiểu_dáng chất_lượng,{EXTERIOR#Positive};
ngon nhỉ_dáng hao_hao pos ok,{EXTERIOR#Positive};
sư_tử biển tuyệt_vời mặt,{EXTERIOR#Positive};{INTERIOR#Positive};{PERFORMANCE#Positive};{FEATURES#Positive};{COST#Positive};
80 kmh tiếng ồn_lốp gió ồn_kha đấy chút hơi ù đo máy,{PERFORMANCE#Negative};
bản_full đẹp_cơ tỏi căng,{COST#Negative};
màu ghế phèn full đen đẹp,{INTERIOR#Negative};
xe 200 km thuần_điện đẹp,{PERFORMANCE#Neutral};
byd sealion phiên_bản úc phiên_bản việt mua hệ_thống treo bồng_bềnh byd đi cao_tốc phiên_bản adas phiên_bản việt_nam phiên_bản úc khách_hàng feedback bồng_bềnh phiên_bản byd,{PERFORMANCE#Negative};
xe chế_độ hậu_mãi hãng trung_quốc việt_nam tạch ôm xe khóc,{BRAND#Negative};
giá 799 trieu chờ ế hạ triệu,{COST#Negative};
cùi trạm sạc,{BRAND#Negative};
ngon quảng_cáo,{BRAND#Negative};
hôm_nay showroom thử byd sealion khác_biệt phân_khúc lăn bánh_tầm giá tỉ cảm_giác lái sealion sướng hàng ghế rộng độ nghiêng ghế người_nhà thoải_mái xe xe gia_đình hybrid,{INTERIOR#Positive};{PERFORMANCE#Positive};
tiền mua liền xuất_sắc chạy xăng đỗ xăng chạy_điện sạc điện hãng byd nhất_nhì thế_giới mấy thằng tây dìm hàng việt_nam ưa trung_quốc kia hy_vọng trải_nghiệm bảo_trì bảo_dưỡng mắc chính_sánh nhà_nước cấm xe xăng xe hydrit thua_chơi cấm giá tiền lăn bánh vinfast phá_sản xe trạm sạc thích_hợp việt_nam dien xăng kết_hợp thành hydrit tiết_kiệm mơ_ước mấy dòng hydrit la_xăng la_điện dừng đèn_đỏ đường kẹt xe nội_đô tuyệt_vời bảo_trì sửa_chữa mac,{BRAND#Positive};{PERFORMANCE#Positive};{COST#Positive};
nội_thất công_nghệ mức_độ hoàn_thiện vinfast gọi byd cụ,{INTERIOR#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};
đẹp xe_điện,{EXTERIOR#Positive};
